tmin	tmax	tmean	rain	hr
21.4	29.6	24.7	8.0	86.0
20.5	31.4	25.3	0.0	88.0
22.6	34.0	26.9	0.0	86.0
22.4	32.8	27.4	0.0	75.0
21.6	31.6	25.9	0.0	86.0
22.2	33.0	26.9	0.0	81.0
22.6	27.9	24.1	0.0	80.0
18.8	28.1	22.9	0.0	87.0
18.2	30.4	24.2	0.0	89.0
23.6	33.6	27.3	0.0	84.0
23.0	33.2	28.1	0.0	81.0
22.4	33.5	27.8	5.0	70.0
20.8	33.4	26.1	0.0	77.0
20.5	35.9	26.8	0.0	79.0
20.6	35.8	27.7	0.0	73.0
20.2	36.4	27.9	0.0	68.0
21.4	36.9	28.2	0.0	71.0
21.4	34.8	28.2	0.0	78.0
23.0	34.1	27.8	15.0	81.0
20.6	28.2	22.4	9.0	93.0
19.4	26.4	22.4	0.0	93.0
19.4	30.5	23.9	0.0	83.0
19.2	33.0	25.0	0.0	81.0
21.6	34.2	27.4	0.0	74.0
21.6	35.5	28.3	0.0	74.0
21.0	35.5	28.1	0.0	75.0
23.4	35.4	28.6	20.0	67.0
21.0	29.5	22.3	17.0	96.0
19.4	27.0	22.6	0.1	92.0
20.2	24.2	21.9	0.0	92.0
20.8	28.5	24.0	1.0	88.0
18.6	25.0	21.8	10.0	93.0
13.9	19.5	17.1	0.1	91.0
11.8	22.6	16.3	0.0	90.0
13.2	26.6	19.3	0.0	91.0
16.8	29.5	22.9	0.0	85.0
19.6	31.0	24.6	0.0	76.0
21.4	31.6	26.1	0.0	77.0
21.0	31.7	25.9	4.0	79.0
20.8	27.2	24.0	0.0	88.0
22.0	30.9	25.1	0.0	89.0
22.7	33.0	26.0	0.1	72.0
18.4	27.3	22.1	0.0	81.0
17.9	28.6	23.9	0.3	83.0
22.2	27.6	24.4	0.0	90.0
20.5	25.5	22.9	16.0	93.0
19.2	25.0	21.1	0.1	96.0
20.6	27.4	23.1	26.0	95.0
20.8	26.6	22.8	39.0	95.0
21.2	28.2	23.8	1.0	96.0
21.8	27.0	23.6	1.0	85.0
19.4	27.0	22.3	0.0	88.0
20.2	24.4	22.2	0.0	92.0
20.3	26.7	22.8	1.0	91.0
21.0	25.3	22.9	4.0	96.0
21.8	23.5	22.4	1.0	97.0
20.2	23.6	21.5	3.0	95.0
19.8	26.2	21.6	1.0	96.0
18.9	27.5	22.5	0.0	85.0
19.2	22.8	20.3	0.3	89.0
17.8	19.4	18.4	6.0	97.0
16.7	19.9	17.7	2.0	98.0
15.8	20.3	17.3	0.1	94.0
15.0	17.3	16.2	1.0	96.0
14.5	17.2	15.4	1.0	97.0
12.6	16.6	14.6	0.0	87.0
10.5	22.0	15.7	0.0	89.0
10.0	24.6	16.0	0.0	90.0
9.7	24.0	16.0	0.0	87.0
11.2	25.0	18.3	0.0	84.0
18.6	27.4	21.7	0.0	87.0
18.5	27.8	22.3	0.0	92.0
17.6	29.3	22.3	0.0	93.0
14.9	29.9	23.2	0.0	88.0
16.0	30.0	22.7	0.0	88.0
15.8	27.6	21.5	0.0	78.0
17.4	29.3	22.3	0.0	84.0
17.2	26.6	21.2	0.0	91.0
16.9	20.8	18.7	0.6	85.0
15.8	17.7	16.7	0.5	93.0
16.0	20.8	17.8	0.0	92.0
16.0	24.3	19.7	0.0	87.0
16.1	26.6	21.2	0.0	89.0
16.2	25.9	20.5	0.0	90.0
19.8	26.2	21.9	0.0	86.0
16.0	25.2	19.7	0.0	80.0
17.3	22.0	19.4	0.4	92.0
18.2	21.6	19.4	1.0	96.0
16.8	19.3	17.9	0.9	95.0
16.2	19.6	17.4	1.0	97.0
13.6	21.8	17.0	0.0	90.0
11.0	18.0	16.8	0.0	94.0
16.2	20.6	17.8	0.6	94.0
14.6	23.0	18.1	0.0	93.0
18.7	26.2	21.3	0.0	85.0
16.0	28.0	21.4	0.0	93.0
16.0	25.6	19.5	0.0	85.0
16.4	21.7	18.5	0.0	77.0
16.9	25.4	20.4	0.0	80.0
15.6	26.6	20.6	0.0	89.0
15.2	25.2	19.3	2.0	89.0
13.3	17.9	15.0	0.0	82.0
8.5	19.3	14.4	0.0	62.0
11.0	18.0	13.7	0.0	67.0
8.8	14.8	11.8	0.0	62.0
8.0	12.0	9.9	0.0	73.0
4.6	14.9	9.2	0.0	88.0
3.5	19.4	10.6	0.0	86.0
6.2	23.2	13.2	0.0	87.0
9.2	25.2	15.8	0.0	92.0
12.6	26.6	18.2	0.0	95.0
13.4	26.8	18.8	0.0	93.0
16.7	27.0	20.4	0.0	91.0
16.2	22.0	18.1	0.7	92.0
13.4	16.8	14.9	0.1	94.0
12.3	16.5	14.4	0.0	86.0
12.3	18.0	14.8	0.0	83.0
13.4	19.5	15.1	0.0	90.0
13.4	25.6	17.5	0.0	72.0
8.0	23.2	14.3	0.0	79.0
5.8	22.8	13.2	0.0	84.0
9.3	23.0	16.1	0.0	88.0
10.4	23.9	17.5	0.0	80.0
14.6	19.9	16.7	0.0	89.0
15.0	26.5	19.7	0.0	86.0
11.7	27.5	18.6	0.0	86.0
18.0	26.9	21.6	0.0	85.0
17.4	29.0	22.9	0.0	79.0
17.7	29.8	23.8	0.0	82.0
18.6	27.0	21.7	0.0	82.0
10.4	19.8	11.2	0.0	68.0
9.2	15.0	11.6	0.0	73.0
5.4	18.6	11.3	0.0	82.0
5.5	13.5	10.2	0.0	86.0
8.8	17.2	12.1	0.0	81.0
2.8	19.7	10.0	0.0	80.0
3.6	19.8	10.9	0.0	83.0
6.2	21.6	12.5	0.0	80.0
11.0	17.3	13.4	0.0	81.0
5.2	23.1	12.9	0.0	83.0
5.5	23.2	14.6	0.0	75.0
13.6	18.6	15.3	0.0	74.0
12.6	16.2	14.1	0.0	78.0
9.8	16.4	12.4	0.0	78.0
3.2	20.5	10.8	0.0	84.0
3.5	23.2	12.6	0.0	85.0
4.3	25.6	13.6	0.0	83.0
6.2	25.6	14.6	0.0	81.0
8.4	28.1	16.8	0.0	70.0
8.6	25.2	16.2	0.0	77.0
6.9	25.9	15.6	0.0	72.0
0.0	25.5	17.2	0.0	70.0
14.0	19.9	16.6	0.0	59.0
11.9	21.6	15.8	0.0	78.0
7.9	22.7	15.4	0.0	65.0
10.2	22.8	16.4	0.0	74.0
9.3	24.8	15.5	0.0	72.0
11.7	17.4	14.2	0.0	46.0
11.8	22.2	16.1	0.0	55.0
7.7	23.2	16.4	0.0	69.0
9.7	28.6	18.7	0.0	74.0
14.0	28.6	20.6	0.0	67.0
15.3	22.6	16.6	0.1	77.0
13.5	19.1	15.9	0.0	80.0
15.3	25.0	18.2	0.0	78.0
8.5	20.6	16.1	0.0	77.0
14.1	22.6	17.4	0.0	76.0
8.0	27.3	16.5	0.0	71.0
10.6	30.1	19.5	0.0	71.0
13.9	33.6	22.6	0.0	72.0
15.6	25.9	20.6	0.0	66.0
7.3	26.0	17.0	0.0	67.0
8.3	29.3	18.4	0.0	70.0
13.0	30.4	21.5	0.0	70.0
14.8	32.2	22.6	0.0	70.0
17.2	33.6	24.8	0.0	65.0
19.7	27.6	21.5	0.0	68.0
15.9	21.8	18.9	0.0	77.0
14.9	28.8	20.9	0.0	79.0
14.0	29.0	21.0	0.0	68.0
16.1	35.4	24.3	0.0	72.0
17.3	35.3	26.1	0.4	66.0
13.9	28.7	16.5	0.0	77.0
10.8	17.0	14.2	0.0	59.0
9.0	16.6	13.4	0.0	51.0
10.2	19.5	13.9	0.0	56.0
2.7	22.4	13.0	0.0	58.0
5.2	25.7	14.6	0.0	58.0
8.5	29.8	18.2	0.0	60.0
11.9	34.6	22.3	0.0	56.0
15.0	35.3	24.7	0.0	56.0
16.5	34.7	25.1	0.0	51.0
16.6	37.4	26.0	0.0	53.0
15.4	38.4	25.4	0.0	59.0
17.1	29.6	22.9	0.0	58.0
16.0	20.6	17.0	0.0	76.0
15.2	26.9	19.5	0.0	72.0
12.3	30.0	21.5	0.0	58.0
18.5	23.6	21.5	0.0	64.0
17.2	23.5	20.1	0.0	71.0
16.8	25.3	20.7	0.0	67.0
19.2	28.2	22.4	0.0	74.0
19.0	30.0	23.7	0.0	63.0
16.8	33.0	24.9	0.0	63.0
19.6	38.1	28.0	0.0	58.0
20.2	39.2	29.4	0.0	47.0
22.0	39.0	30.4	0.0	44.0
22.2	32.9	25.9	0.0	66.0
15.8	23.2	17.2	0.0	60.0
9.5	29.0	19.3	0.0	53.0
14.3	32.0	23.2	0.0	43.0
12.0	31.2	23.6	0.0	32.0
14.1	33.9	23.7	0.0	36.0
14.5	35.8	24.5	0.0	55.0
16.8	27.4	20.2	0.0	40.0
14.6	25.4	18.8	0.0	40.0
11.2	21.8	16.1	0.0	41.0
8.6	29.3	18.9	0.0	49.0
12.2	31.9	22.1	0.0	49.0
14.3	37.5	25.3	0.0	46.0
18.6	39.0	28.5	0.0	42.0
22.4	35.0	28.4	0.0	51.0
19.2	28.8	21.7	0.0	73.0
18.0	27.0	22.3	0.0	73.0
20.6	33.5	26.0	0.0	66.0
19.7	38.6	28.4	20.0	62.0
18.4	31.8	25.1	0.0	76.0
22.0	28.1	23.4	0.1	75.0
17.2	22.2	19.1	0.4	82.0
18.2	26.3	21.2	0.0	75.0
16.4	26.1	20.5	0.0	68.0
13.2	30.0	21.4	0.0	57.0
16.6	33.8	25.3	0.0	54.0
17.0	36.6	26.9	0.0	48.0
20.2	43.6	29.6	0.0	47.0
17.2	32.6	26.1	0.0	44.0
21.2	35.6	28.2	0.0	41.0
21.3	37.0	29.0	0.3	57.0
21.4	36.8	28.6	0.0	66.0
24.0	40.8	31.8	0.7	52.0
22.2	33.0	25.6	0.0	74.0
20.6	38.4	28.6	0.0	60.0
21.4	29.6	24.0	0.0	54.0
19.3	33.2	25.5	0.0	41.0
18.6	33.7	25.9	0.0	50.0
21.9	37.5	29.5	0.0	52.0
24.4	39.6	32.7	0.0	49.0
27.1	38.0	32.1	0.0	51.0
23.8	39.5	31.1	0.0	63.0
23.0	33.7	26.0	0.0	66.0
20.1	35.0	27.1	0.0	54.0
23.1	31.0	25.5	2.0	74.0
21.3	27.7	23.6	2.0	92.0
21.0	34.0	27.1	0.0	72.0
24.4	34.9	28.4	63.0	74.0
21.2	29.9	23.8	3.0	87.0
20.2	33.4	26.8	7.0	73.0
20.4	30.8	24.8	0.0	78.0
21.3	36.0	28.6	0.0	67.0
23.9	38.2	31.3	0.0	58.0
21.8	32.6	25.3	0.0	67.0
18.8	24.8	21.7	6.0	77.0
17.9	23.5	20.1	2.0	94.0
19.0	25.6	21.9	0.0	76.0
18.6	29.4	23.8	0.0	70.0
17.8	31.4	24.5	0.0	62.0
22.0	34.8	27.7	0.0	57.0
23.0	33.8	28.3	2.0	62.0
21.1	32.6	26.7	0.0	73.0
22.6	29.2	25.1	0.7	81.0
22.2	34.8	27.8	0.0	69.0
23.0	37.4	29.9	0.0	62.0
23.6	37.4	29.9	6.0	61.0
21.4	30.4	23.9	0.3	85.0
21.2	25.6	22.8	0.0	81.0
20.5	27.0	23.6	0.3	76.0
20.4	27.4	23.9	0.5	84.0
22.0	29.2	25.7	0.0	76.0
23.5	35.1	29.0	0.0	72.0
23.6	30.6	26.7	0.0	72.0
21.8	29.0	25.5	0.0	74.0
21.6	33.0	27.5	0.0	74.0
23.4	38.0	30.4	0.0	59.0
24.2	39.4	31.4	0.0	55.0
24.2	38.1	30.0	0.0	67.0
23.0	35.0	28.8	0.0	71.0
25.3	40.0	32.6	0.0	50.0
19.7	34.8	24.6	2.0	75.0
17.2	28.5	22.5	0.0	64.0
20.4	37.0	27.6	0.0	68.0
22.8	38.5	30.0	0.0	67.0
24.5	37.1	30.8	0.0	48.0
22.6	40.4	31.3	1.0	51.0
22.0	34.0	28.3	0.0	60.0
20.7	37.6	28.7	0.0	58.0
22.2	38.1	30.1	0.0	56.0
22.2	41.2	31.6	0.0	51.0
25.2	40.9	32.5	0.0	49.0
24.2	42.0	32.1	12.0	57.0
24.2	39.1	31.0	0.0	62.0
23.8	36.0	28.6	74.0	74.0
20.3	24.8	22.3	2.0	90.0
20.7	29.0	24.6	1.0	79.0
22.0	32.6	26.5	0.0	86.0
23.2	36.6	29.1	0.0	83.0
23.5	36.6	28.8	15.0	82.0
16.8	24.8	20.5	4.0	88.0
18.6	27.0	21.9	0.0	71.0
17.4	29.7	23.0	0.0	75.0
20.4	31.8	25.2	0.0	73.0
21.8	35.0	27.8	0.0	71.0
22.4	36.9	29.4	0.2	71.0
19.5	32.0	23.1	2.0	81.0
19.2	26.0	22.1	0.0	79.0
20.2	29.5	24.4	0.0	77.0
23.8	34.5	28.5	0.0	69.0
23.6	37.2	30.5	47.0	65.0
19.9	32.0	24.9	11.0	85.0
22.1	34.0	27.1	0.0	84.0
23.4	35.5	29.0	30.0	75.0
19.8	31.0	25.5	3.0	82.0
22.8	34.6	28.5	0.0	74.0
21.4	35.2	28.5	0.0	71.0
24.0	33.5	28.0	0.6	74.0
23.7	34.0	27.4	6.0	78.0
21.8	34.2	27.4	0.2	73.0
23.0	34.5	28.2	0.0	70.0
24.2	36.5	28.8	24.0	73.0
20.5	31.9	25.5	1.0	91.0
21.8	27.6	24.0	4.0	90.0
21.0	25.4	23.1	8.0	91.0
20.6	29.6	24.6	2.0	83.0
19.5	30.4	24.8	0.0	78.0
21.8	32.3	26.4	0.0	77.0
22.2	34.6	28.7	0.0	76.0
22.6	36.5	29.7	0.0	56.0
21.0	31.7	25.9	2.0	77.0
19.7	31.7	25.5	0.0	72.0
21.0	34.8	27.6	0.0	77.0
22.2	36.7	28.9	0.0	63.0
22.2	36.5	29.7	0.0	60.0
22.1	35.3	28.8	9.0	67.0
21.0	36.6	28.2	0.0	71.0
23.6	39.9	30.7	0.0	61.0
21.6	41.2	30.7	11.0	64.0
22.3	31.8	26.7	0.3	74.0
19.5	34.9	27.3	0.0	77.0
23.5	35.2	28.4	17.0	73.0
22.0	30.8	26.7	0.0	76.0
23.2	32.6	26.8	0.0	76.0
18.2	35.7	27.3	0.0	67.0
20.0	37.7	28.3	0.0	64.0
21.8	37.4	29.0	0.0	59.0
22.5	31.0	25.9	0.0	68.0
18.0	36.6	27.9	0.0	64.0
22.2	39.3	29.2	0.0	61.0
20.0	35.4	28.9	0.0	68.0
24.3	35.9	29.3	0.0	63.0
22.4	39.0	30.3	0.0	64.0
23.8	40.6	31.6	11.0	58.0
20.4	34.0	22.1	5.0	89.0
17.0	23.5	19.6	3.0	94.0
17.6	22.0	19.5	2.0	89.0
19.4	28.3	22.2	0.0	89.0
20.0	30.4	24.6	0.0	81.0
21.3	36.2	28.0	0.0	77.0
23.4	38.2	30.1	9.0	72.0
19.9	31.4	23.8	7.0	81.0
18.6	24.0	20.9	0.2	87.0
18.8	27.4	22.5	0.0	85.0
18.7	31.6	24.6	0.0	82.0
20.8	36.9	27.9	0.0	76.0
20.0	35.5	27.9	0.0	63.0
21.6	27.2	24.1	0.0	59.0
19.6	27.0	22.8	0.0	70.0
18.8	29.5	23.2	0.0	76.0
18.6	30.0	24.1	0.0	79.0
22.7	34.2	27.0	0.0	77.0
24.6	32.9	28.1	0.0	82.0
25.2	37.0	30.1	0.0	67.0
23.0	40.0	28.4	29.0	66.0
21.0	27.7	23.9	4.0	92.0
22.2	30.1	24.2	0.8	88.0
20.2	26.7	23.1	0.3	82.0
18.8	23.6	21.7	15.0	87.0
16.6	21.4	17.5	5.0	96.0
15.7	23.0	18.8	0.0	85.0
17.5	21.4	19.0	5.0	93.0
15.5	21.3	18.5	2.0	90.0
16.2	23.0	19.4	0.0	88.0
17.3	29.0	22.2	0.0	85.0
15.0	30.6	22.7	0.0	77.0
16.8	31.1	23.6	0.0	72.0
22.0	26.0	23.8	0.0	77.0
19.2	27.8	23.4	0.0	79.0
19.0	30.5	24.2	0.0	84.0
20.8	29.6	23.8	0.0	84.0
19.6	31.0	24.0	0.0	75.0
20.0	29.5	24.3	0.0	73.0
19.6	31.7	25.3	0.0	71.0
19.0	32.8	25.8	0.0	69.0
18.6	33.6	25.1	0.0	76.0
21.2	31.8	26.1	0.1	71.0
17.5	24.8	21.5	0.8	85.0
18.0	24.0	20.3	0.3	85.0
15.3	23.7	19.5	0.0	84.0
15.8	31.2	22.1	0.0	81.0
15.0	32.6	23.0	0.0	78.0
19.0	26.7	22.9	0.0	81.0
20.6	24.6	22.5	0.0	71.0
18.6	30.2	24.0	0.0	71.0
20.8	30.0	25.0	0.0	75.0
20.0	34.0	26.5	0.0	75.0
19.8	26.7	21.3	0.8	79.0
18.2	24.5	20.0	0.0	79.0
15.6	25.2	21.0	0.0	73.0
14.0	30.2	22.1	0.0	76.0
15.2	32.0	22.2	0.0	75.0
14.3	31.6	22.1	0.0	71.0
13.6	32.3	21.9	0.0	69.0
14.0	32.7	22.4	0.0	71.0
13.4	32.2	22.3	0.0	73.0
14.8	32.8	22.5	0.0	75.0
15.3	33.4	23.1	0.0	69.0
13.2	33.2	22.6	0.0	65.0
13.8	33.2	22.6	0.0	65.0
14.0	33.3	22.7	0.0	66.0
15.5	34.0	23.7	0.0	64.0
15.2	31.8	23.6	0.0	69.0
18.8	31.4	24.3	0.0	74.0
22.0	28.6	24.7	0.0	74.0
21.8	28.0	23.6	0.0	87.0
20.2	33.0	26.1	0.0	73.0
20.0	33.4	26.6	0.0	75.0
21.8	31.5	26.1	5.0	77.0
22.2	25.3	23.2	0.6	83.0
19.3	29.5	23.2	0.0	73.0
15.3	30.5	22.1	0.0	61.0
13.6	30.0	22.1	0.0	62.0
12.4	30.6	20.6	0.0	72.0
12.2	28.6	19.2	0.0	66.0
13.6	30.0	20.9	0.0	71.0
15.6	30.8	22.5	0.0	75.0
19.5	26.8	23.0	0.0	68.0
18.7	24.5	21.6	0.0	83.0
19.6	24.4	21.8	0.0	84.0
13.6	27.8	19.9	1.0	74.0
9.0	16.8	12.7	0.0	76.0
11.5	16.6	14.6	0.0	63.0
11.8	17.9	14.3	0.0	73.0
12.0	21.8	16.0	0.0	76.0
11.2	22.6	16.2	0.0	81.0
10.0	21.4	16.0	0.0	76.0
14.0	19.5	16.5	0.0	84.0
13.7	21.0	16.4	0.0	86.0
9.7	24.9	15.4	0.0	86.0
8.5	25.4	16.7	0.0	70.0
10.8	24.0	16.4	0.0	76.0
11.0	27.1	17.5	0.0	84.0
9.8	32.5	19.8	0.0	73.0
12.6	28.0	19.5	0.0	69.0
17.0	24.2	19.5	0.0	69.0
14.8	27.1	19.8	0.0	78.0
11.0	28.8	19.0	0.0	74.0
12.5	29.1	19.7	0.0	78.0
12.6	28.5	20.3	0.0	70.0
11.9	26.0	19.0	0.0	71.0
13.0	29.5	20.3	0.0	78.0
13.4	29.0	19.5	0.0	77.0
11.0	28.9	19.1	0.0	77.0
17.6	28.0	21.6	0.0	70.0
14.6	29.5	21.4	0.0	74.0
19.2	27.4	22.0	0.0	74.0
19.8	23.3	20.7	0.0	91.0
18.6	27.0	21.4	0.0	89.0
18.0	24.0	21.0	0.0	87.0
17.5	30.5	22.1	34.0	91.0
16.8	21.2	18.3	0.0	93.0
13.6	20.3	16.1	2.0	96.0
13.7	17.2	14.9	6.0	96.0
13.0	19.2	15.8	0.4	94.0
10.4	17.0	14.3	2.0	91.0
7.6	10.7	8.6	0.2	83.0
6.2	22.1	12.5	0.0	88.0
6.2	19.2	11.4	0.0	88.0
7.1	18.8	11.7	0.0	89.0
11.8	17.5	13.7	0.0	80.0
11.0	16.7	14.1	0.0	82.0
11.0	22.0	15.6	0.0	82.0
7.4	23.3	14.6	0.0	85.0
9.6	23.7	15.2	0.0	85.0
9.6	26.0	16.8	0.0	81.0
8.1	22.2	14.1	0.0	85.0
7.6	24.0	14.5	0.0	84.0
8.0	25.4	15.1	0.0	79.0
6.5	25.4	15.3	0.0	79.0
9.8	27.8	17.9	0.0	76.0
13.8	28.6	21.2	0.0	74.0
14.0	24.8	19.7	0.0	75.0
12.2	19.6	15.4	0.8	68.0
9.7	14.0	11.7	0.0	83.0
11.2	15.8	13.6	0.0	85.0
11.8	20.1	15.1	0.0	87.0
11.6	27.0	18.6	2.0	82.0
15.4	22.8	17.5	0.2	84.0
13.0	25.0	18.5	0.0	84.0
11.6	26.6	18.1	2.0	72.0
14.8	21.0	17.3	0.0	84.0
13.1	22.7	16.8	0.0	91.0
12.1	27.4	18.0	0.0	84.0
12.0	29.7	19.6	0.0	58.0
11.4	20.1	13.4	0.0	52.0
4.8	19.3	12.1	0.0	58.0
6.2	11.8	8.9	0.0	69.0
6.0	9.5	7.3	0.0	57.0
-1.3	16.6	6.5	0.0	55.0
0.5	19.5	8.7	0.0	56.0
0.2	21.6	10.0	0.0	53.0
1.8	24.0	11.7	0.0	49.0
5.4	26.8	14.8	0.0	55.0
8.2	29.5	17.4	0.0	54.0
10.2	30.5	19.4	0.0	53.0
12.8	33.6	21.5	0.0	64.0
13.3	31.7	21.7	0.0	58.0
18.8	26.6	21.8	0.0	51.0
16.0	21.6	18.1	0.0	56.0
15.0	26.5	19.4	0.0	55.0
10.2	27.5	18.1	0.0	68.0
8.0	29.2	18.2	0.0	64.0
12.0	30.9	20.8	0.0	62.0
14.3	30.0	21.1	0.0	68.0
14.4	23.9	18.6	0.0	39.0
12.4	18.1	14.0	0.0	33.0
2.0	21.3	10.5	0.0	54.0
1.9	24.8	12.7	0.0	52.0
5.0	27.3	15.4	0.0	45.0
10.0	16.5	12.8	0.0	52.0
2.0	18.6	9.7	0.0	60.0
1.0	22.0	11.0	0.0	46.0
3.0	24.9	12.8	0.0	48.0
3.5	25.1	14.3	0.0	36.0
4.3	27.2	15.0	0.0	44.0
8.2	31.7	18.4	0.0	42.0
11.0	34.0	22.0	0.0	44.0
14.0	35.5	23.6	0.0	48.0
15.8	31.2	20.8	0.0	38.0
12.0	16.0	13.4	0.0	24.0
5.8	16.6	11.1	0.0	39.0
6.0	17.9	11.3	0.0	40.0
1.5	18.2	10.8	0.0	44.0
2.5	23.0	11.5	0.0	47.0
2.5	27.0	14.4	0.0	47.0
7.5	31.2	17.5	0.0	43.0
10.7	30.4	18.8	0.0	38.0
10.5	34.8	21.5	0.0	37.0
13.6	36.4	23.6	0.0	39.0
14.4	36.4	24.6	0.0	41.0
17.9	26.0	21.5	0.0	46.0
15.8	26.8	20.2	0.0	46.0
12.0	33.6	21.9	0.0	54.0
16.3	36.3	25.3	0.0	49.0
16.7	38.0	27.1	0.0	45.0
19.1	38.6	28.9	0.0	44.0
20.0	38.0	29.3	0.0	43.0
17.0	39.5	28.1	0.0	37.0
18.4	38.3	28.5	0.0	40.0
19.5	37.5	29.0	0.0	42.0
19.4	32.6	22.3	0.0	47.0
14.9	19.4	17.1	0.0	53.0
12.6	17.0	14.5	0.0	65.0
12.8	16.8	14.3	0.0	65.0
11.6	15.1	13.0	0.0	53.0
11.5	20.3	14.5	0.0	62.0
11.0	25.6	17.6	0.0	60.0
10.6	30.0	19.5	0.0	56.0
13.7	33.0	23.8	0.0	38.0
14.5	26.6	18.5	0.0	34.0
13.0	17.2	14.5	0.0	45.0
7.0	24.0	15.6	0.0	49.0
5.8	25.4	15.6	0.0	43.0
7.2	30.0	18.5	0.0	39.0
12.6	32.7	21.7	0.0	36.0
13.2	32.4	23.3	0.0	38.0
13.6	25.4	17.4	0.0	36.0
9.0	24.4	15.4	0.0	43.0
8.8	27.8	17.7	0.0	46.0
9.2	30.0	19.2	0.0	43.0
12.2	33.4	22.7	0.0	40.0
17.8	26.4	21.2	0.0	48.0
14.8	30.8	22.1	0.0	46.0
19.7	31.0	24.7	0.0	33.0
17.4	32.4	24.9	0.0	43.0
15.2	35.5	25.7	0.0	33.0
19.0	37.6	28.7	0.0	35.0
21.2	31.6	25.4	7.0	59.0
20.2	24.3	21.4	7.0	95.0
20.5	22.0	21.2	0.8	93.0
20.1	24.4	22.1	8.0	87.0
20.3	24.6	21.9	17.0	91.0
19.8	24.2	21.4	2.0	90.0
17.0	30.2	23.1	0.0	79.0
20.0	29.6	23.5	0.0	72.0
20.1	34.3	26.7	0.0	58.0
20.4	37.5	28.9	0.0	45.0
21.8	38.5	30.0	0.0	53.0
25.2	31.4	26.9	0.0	42.0
21.7	33.8	26.6	0.0	50.0
18.8	37.2	27.6	0.0	53.0
17.4	30.3	23.5	0.1	51.0
16.0	27.0	20.3	0.0	77.0
18.3	29.0	23.1	0.0	71.0
21.3	32.0	25.8	0.0	61.0
21.9	31.8	26.3	0.0	60.0
23.4	35.4	28.8	0.0	59.0
22.8	38.5	30.6	0.0	53.0
27.8	41.6	33.5	0.0	42.0
19.8	35.3	28.0	40.0	59.0
18.2	25.6	21.3	0.0	77.0
20.5	30.6	24.5	0.0	71.0
17.4	32.0	23.9	0.0	70.0
16.2	33.1	24.5	0.0	58.0
16.8	35.6	26.7	0.0	37.0
18.9	36.9	27.9	0.0	45.0
20.6	38.6	28.9	0.0	45.0
21.6	39.0	30.1	0.0	45.0
22.9	35.5	27.9	1.0	59.0
16.1	25.5	20.9	0.0	62.0
14.8	35.4	24.9	0.0	49.0
15.8	39.0	28.0	0.0	40.0
22.0	41.6	32.3	0.0	35.0
23.7	42.5	31.0	0.0	36.0
21.1	31.6	25.7	0.0	32.0
15.8	34.9	25.5	0.0	42.0
17.0	37.2	27.7	3.0	45.0
20.4	30.8	23.3	1.0	80.0
19.5	32.2	25.1	0.0	60.0
21.8	36.6	28.7	0.0	50.0
22.8	37.7	29.1	0.0	53.0
21.9	38.9	30.3	0.0	35.0
21.8	40.6	31.6	0.0	37.0
24.3	39.7	32.0	22.0	40.0
22.2	32.3	23.4	0.6	85.0
20.8	27.4	23.6	2.4	88.0
21.3	27.3	23.2	0.8	86.0
21.7	25.2	23.2	0.3	90.0
20.8	32.6	25.5	0.0	71.0
22.8	35.8	28.6	0.0	70.0
25.2	40.6	32.3	0.0	53.0
22.0	41.6	27.7	2.0	73.0
20.4	34.7	27.2	0.0	70.0
24.3	41.0	29.7	0.1	69.0
20.9	35.2	28.1	0.0	68.0
23.6	36.1	29.4	61.0	67.0
22.2	35.7	28.2	0.0	65.0
23.0	36.0	27.5	23.0	77.0
21.2	30.6	24.8	0.0	83.0
21.7	31.8	26.0	0.0	68.0
23.8	27.4	25.1	8.0	75.0
22.2	29.9	25.1	0.0	80.0
21.4	34.5	26.8	20.0	73.0
22.2	31.5	26.2	0.0	80.0
23.0	32.5	26.8	0.0	81.0
23.0	35.3	28.5	0.0	78.0
21.0	28.8	23.8	7.0	88.0
20.5	35.0	26.7	0.0	79.0
21.4	30.9	26.4	0.0	78.0
20.8	36.1	27.9	0.0	70.0
23.7	34.6	28.2	0.0	68.0
23.2	38.0	29.9	0.0	60.0
21.4	38.9	29.8	0.0	64.0
21.8	39.4	30.3	0.0	48.0
21.9	39.6	30.1	0.0	59.0
23.4	40.0	30.6	0.0	60.0
23.8	39.9	31.8	0.0	50.0
25.0	40.8	32.1	0.0	59.0
25.8	42.0	33.2	0.0	56.0
26.8	43.5	31.6	13.6	66.0
23.6	36.0	29.0	0.0	72.0
24.8	38.2	31.0	105.0	65.0
20.0	33.0	21.6	5.0	92.0
17.9	31.0	23.1	0.0	78.0
18.3	33.8	25.6	0.0	74.0
20.4	36.2	28.1	0.0	73.0
24.0	37.6	30.2	0.0	72.0
21.5	31.6	24.5	13.0	86.0
18.2	34.3	25.4	0.0	84.0
21.4	37.0	28.2	0.0	77.0
22.1	33.5	26.1	3.0	86.0
19.8	30.0	24.1	0.0	79.0
21.2	33.3	26.7	0.0	69.0
21.6	37.0	28.1	0.0	67.0
22.4	36.2	28.3	0.0	62.0
22.2	35.0	28.2	0.0	72.0
22.5	37.8	29.1	4.0	66.0
22.3	38.0	29.5	0.0	57.0
24.7	35.3	29.5	36.0	67.0
22.9	35.5	28.5	0.0	74.0
24.2	37.3	31.2	0.0	63.0
25.2	37.6	31.3	0.0	65.0
